word,POS,signal,biasType,biasValue,derogatory,colloquial,forms,,
безспорен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
несръчен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неандерталски,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
олигоспермия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
неоценяващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
упорство,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
различаващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
невъзпитан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
пастор,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
егоизъм,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
задоволителност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
нравствен,A,FALSE,,positive,FALSE,FALSE,FALSE,0.625,0.125
анестетизиран,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
пренебрежителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
висока класа,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
похотлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
художествен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
възпитание,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
язвен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
вайкане,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непипнат,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ненормалност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
специален,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
безмилостност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
разбойник,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
съпруга,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
страшно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.75
божествен,A,FALSE,religion,positive,FALSE,FALSE,FALSE,0.875,0
дружелюбие,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
забележителен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неестествено,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.625
мъжествен,A,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
Синдром на Райтер,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.875
гастрит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
стадност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
физиотерапевт,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
болезнена менструация,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
неземен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
апатико-абуличен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
миловиден,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
свещеник,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
муден,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
одобрявам,V,FALSE,,positive,FALSE,FALSE,FALSE,0,0
атоксичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
болка при уриниране,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
добра воля,N,FALSE,,,FALSE,FALSE,FALSE,0.778,0.222
регулируем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
невентилиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
отбран,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.125
хипогликемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
агамичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
оспоря,V,FALSE,,,FALSE,FALSE,FALSE,0,0.875
психичен,A,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
нееднороден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неизменяемост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
безшевен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
улична котка,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
всесилен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
неразумен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
каприлова киселина,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
нерестриктивно изречение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
безпулсова болест,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
садист,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
надарен,A,FALSE,,positive,TRUE,FALSE,FALSE,0,0
мания,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
брутализирам се,V,FALSE,,,FALSE,FALSE,FALSE,0,0.75
достоен,A,FALSE,,,FALSE,FALSE,FALSE,1,0
неагресивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
почтен,A,FALSE,,positive,TRUE,FALSE,FALSE,0,0
непоискан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неотзивчив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
глосодиния,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
жежък,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
на високо равнище,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
случаен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
спазъм на пикочния мехур,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неприятно усещане,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
изправящ косата,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неспособен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0.75
безпокоен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
латентен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
софистика,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
слънцегледна млечка,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
поробвам,V,FALSE,,negative,TRUE,FALSE,FALSE,0,0
жалко подобие,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
очарователност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
увреждане,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0.75
несексапилен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
новаторски,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
кошмарен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
благотворен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
цивилизованост,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
неизбухнал,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
мъдрост,N,FALSE,,positive,FALSE,FALSE,FALSE,0.625,0
зле,Adv,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
самопредизвикан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
лайняр,N,FALSE,,negative,TRUE,TRUE,FALSE,0,0
продаваем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
Фитофтора инфестанс,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неизчислим,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
грабя,V,FALSE,,negative,FALSE,FALSE,FALSE,0,0
зло,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0.875
защитен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
подкрепа,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
аргументируем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неразгадан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
хиперемезис,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
компулсивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
незамислен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
деликатно,Adv,FALSE,,positive,FALSE,FALSE,FALSE,0,0
отравяне с клин,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
хипопротеинемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
интелигентен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
озена,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
изтърканост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
изчерпан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
величие,N,FALSE,,positive,TRUE,FALSE,FALSE,0,0
злокобен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
запалителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
контролируем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
глухоням,A,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
ожуля,V,FALSE,,,FALSE,FALSE,FALSE,0,0.75
недействащ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
опърпаност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
дупедавец,N,FALSE,,,TRUE,TRUE,TRUE,0.625,0
бравурност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
статичен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
позорен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
сатанински,A,FALSE,religion,negative,FALSE,FALSE,FALSE,0,0
болестотворен агент,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
егоист,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
нежно,Adv,FALSE,,positive,FALSE,FALSE,FALSE,0,0
сърдечен,A,FALSE,,positive,FALSE,FALSE,FALSE,0.625,0.25
коравосърдечност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
немощен,A,TRUE,disability,negative,FALSE,FALSE,FALSE,0,0
реализиран,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
опасност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
безсъвестен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
друслив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
виновен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0.875
шикозност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
безумие,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
аутсайдер,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
веселие,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
непавиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
имунизиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
женственост,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
глух като пън,A,FALSE,,,FALSE,FALSE,TRUE,0,0.625
юначност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
народ,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
актуален,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
запуснат,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
достъпен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
кератит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
карминативен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
осиновяем,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
горчиво,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.875
неподобаващ,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
неправдоподобен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
затлъстявам,V,TRUE,appearance,negative,FALSE,FALSE,FALSE,0,0
умилителен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
подсмиване,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
несъстрадателен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
рай,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
безпроблемен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
изобретателен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неатрактивен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неуловимост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
неподозиращ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
предубеден,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
инвалидна количка,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
съсипан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
плачливост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
вражески,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
срамен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0.625
измамен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
заразен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
безстрашен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
идеален,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
баптистка,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
подут,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
усещащ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
мекосърдечен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
местен,A,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
негланциран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неприключен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
чудесен,A,FALSE,,positive,FALSE,FALSE,FALSE,0.75,0
аморализъм,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
безболезнен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
селянин,N,FALSE,,negative,TRUE,TRUE,FALSE,0,0
разкошен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
криоанестезия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
необходим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
погрознея,V,TRUE,appearance,negative,FALSE,FALSE,FALSE,0,0
неустоим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
плешив,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
антихемофилен фактор,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
несломимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
аноксия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
мъжкарчо,N,FALSE,gender,negative,TRUE,TRUE,FALSE,0,0
добре изглеждащ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
противен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0.875
циничен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
бронхоспазъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
йейтсиански,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
висококачественост,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
завоюване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
яростен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
некомуникативен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
пагубност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
анаеробен организъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
охтичав,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
безстрашие,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
лимфаденит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
непроменимост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
облекло,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
безумно,Adv,FALSE,,negative,FALSE,FALSE,FALSE,0,0
светица,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
радостен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.125
душегубец,N,FALSE,,negative,TRUE,TRUE,FALSE,0,0
благодушен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
бляскав,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
сгорещен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
изготвен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
висококачествен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
на късо,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
хистеричен,A,FALSE,,negative,TRUE,TRUE,FALSE,0,0
остарялост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неистински,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
зависим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
лукавост,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
синдром на остра дихателна недостатъчност,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
губещ,A,FALSE,,negative,FALSE,FALSE,TRUE,0,0
възпрепятстван заради мъгла,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
подритвам,V,FALSE,,,FALSE,FALSE,FALSE,0,0.625
жестокост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
костохондрит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
оофорит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
неплатежоспособен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
потисничеството,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
риж,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
нахален,A,FALSE,,negative,FALSE,FALSE,FALSE,0.75,0.125
истеричен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неоторизиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
мерзост,N,FALSE,religion,negative,TRUE,FALSE,FALSE,0,0
позорно,Adv,FALSE,,negative,TRUE,FALSE,FALSE,0,0
безкритичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
сигурен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
хистиоцитоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0.125,0.625
лечение,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
бездънен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неприветлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
смърдящ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
добродушен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
мангал,N,FALSE,race_ethnicity,negative,TRUE,TRUE,FALSE,0,0
еритродерма,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
наплашване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неизвестност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неангажиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
измамно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.625
несмесен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
дисурия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
срамно,Adv,FALSE,,negative,TRUE,FALSE,FALSE,0,0
жена,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
почернял,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
триумфатор,N,FALSE,,positive,TRUE,FALSE,FALSE,0,0
подлец,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
скандалджийка,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
отекъл,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
милост,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неразбираем,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неразположение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
блуден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
иновационен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
непратен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
биоразградим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
смътен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
подло,Adv,FALSE,,negative,TRUE,FALSE,FALSE,0,0
необратим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
безкостен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
зрял,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
разстройство с дефицит на вниманието и хиперактивност,N,TRUE,disability,,FALSE,FALSE,FALSE,0.625,0.125
шизофреник,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непозволяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
месо от пъдпъдък,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
сатана,N,FALSE,,,FALSE,FALSE,FALSE,0.444,0.556
значителен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
авирулентен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
допадна,V,FALSE,,,FALSE,FALSE,FALSE,0.625,0
безкомпромисен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
лекар,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
хипогамаглобулинемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
мацка,N,FALSE,gender,negative,TRUE,FALSE,TRUE,0,0
непотопим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
еднороден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неконкретност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неразтребен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
уместен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
враснал косъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
протеза,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
първенец,N,FALSE,,positive,FALSE,FALSE,FALSE,0,0
сталинист,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
хард,A,FALSE,,,FALSE,FALSE,TRUE,0.625,0.125
изкачваем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неистинност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
домошар,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
любвеобилен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
неприспадаем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
с хубаво,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
крадец,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
нежелание,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
несъблазнителен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
имунодефицитен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
адмирация,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
глупаво,Adv,FALSE,,negative,FALSE,FALSE,FALSE,0,0
мъглив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
непараметричен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
хередитарна малкомозъчна атаксия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
роб,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
неяснота,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
влошен,A,FALSE,,,FALSE,FALSE,FALSE,0.556,0.444
безпощаден,A,FALSE,,,TRUE,FALSE,FALSE,0,0.625
ром,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
амебна дизентерия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
върхов,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
крехкост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
шизофрения,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
свещеничка,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
Откровение Йоаново,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
секретарка,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
язва,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
нетематичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неблагоприличен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
несмазана,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
безсърдечност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
етнически,A,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
ацентричен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
преднина,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
алалия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
угризение,N,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
благосклонност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
принцип на забрана,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непоправимост,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
болест на кръвта,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
некротизиращ ентерит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.875
непотвърден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
измислица,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
непреклонен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
апомиктичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
великолепен,A,FALSE,,positive,TRUE,FALSE,FALSE,0.875,0
туберкулозен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
безпрепятствен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
аутист,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
косми,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
вежливост,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
неизвиним,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
изкуствено,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.625
на живот и смърт,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
негоден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
посредствен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
ровене,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
високомерен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
оплакване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
клаустрофобичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
асоциален,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
заядливост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
атеист,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
жизнерадостен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
себичен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
раздърпан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
лошота,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
антисоциален,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
нервно разстройство,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.875
неболестотворен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
бяло петно,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
лунна слепота,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
ранен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
миопичен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
нищожен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
недъг,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
дразнещ,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
непривичен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
